goal,goal_options,value,campaign_id,activity_id,created_by_userid,created_by_username,created_at,level,edited_at,edited_by,goal_id
BU Target,Fresh & Frozen,34,2lHWV,24-09-16Mlj4,3,kacung,2024-09-16 13:51:30.410355,activity,,,2lHWV_24-09-16lk22
